,videoId,title,description,thumbnail,addedAt,viewCount,likeCount,commentCount
605,J2CGZnDASHE,Karthikeya 2 Was Made On A Budget Of 15 Crores 😱 | Thallumaala Was An Absolutely Crazy Trip 😅,"Talk about a wide range of movies this weekend! With the Telugu adventure thriller #Karthikeya2 and the Malayalam film #thallumaala doing successful business at the box office and the big #bollywood releases like #laalsinghchaddha and #rakshabandhan falling flat, what does the future have in store for us? I hope you like the Karthikeya 2 Movie Review & Thallumaala Movie Review & Analysis


Intro Track: 
Music Provided by: NoCopyrightSounds
Watch: https://www.youtube.com/watch?v=q1ULJ...
Free Download & Stream:  http://ncs.io/feelgood


What did you think of the VIDEO?


Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!


Stay tuned for more ahead!


Follow me on instagram:-


Anmol Jamwal: https://www.instagram.com/jammypants4/


Like our Facebook Page:-


https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/J2CGZnDASHE/sddefault.jpg,2022-08-16T02:51:43Z,379508,14454,1352
606,6T6eVKneUPo,8 Most Uncomfortable Interviews With Bollywood Celebrities To Ever Go Through,"To go through some of these #bollywood media interactions is a task in itself. How celebrities keep calm in these absurd line of questioning is beyond me but I hope you like the Savage Replies and Cringe questioning by stupid media reporters. Awkward & Uncomfortable Bollywood Interviews in its truest sense!

Intro Track: 
Music Provided by: NoCopyrightSounds
Watch: https://www.youtube.com/watch?v=q1ULJ...
Free Download & Stream:  http://ncs.io/feelgood

What did you think of the VIDEO?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: https://www.instagram.com/jammypants4/

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/6T6eVKneUPo/sddefault.jpg,2022-08-14T21:35:37Z,467972,15610,757
607,ZGJwVj7DDfE,"Raksha Bandhan Movie Review : Regressive Or Misunderstood? | Akshay Kumar, Bhumi Pednekar","As the festivities arrive, movies regarding family sentiments really do hit the chord with the masses but is it good enough. #rakshabandhan directed by Anand L Rai stars #akshaykumar in the lead role playing the big brother to four sisters that have to get married. Does #bollywood have the chance to bounce back? I hope you like the Raksha Bandhan Movie Review & Analysis

Intro Track: 
Music Provided by: NoCopyrightSounds
Watch: https://www.youtube.com/watch?v=q1ULJ...
Free Download & Stream:  http://ncs.io/feelgood

What did you think of the VIDEO?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: https://www.instagram.com/jammypants4/

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/ZGJwVj7DDfE/sddefault.jpg,2022-08-12T09:16:05Z,292429,10191,1379
608,dcaL-xGSYeM,"Laal Singh Chaddha Movie Review & Analysis | Aamir Khan, Kareena Kapoor, Naga Chaitanya","A labour of love that truly misses the mark! #laalsinghchaddha starring #aamirkhan #kareenakapoor #nagachaitanya really does underdeliver the epic that was Forrest Gump. A #bollywood movie that will meet the fate of most films this year! What went wrong? I hope you like the Laal Singh Chaddha Movie Review & Analysis

Intro Track: 
Music Provided by: NoCopyrightSounds
Watch: https://www.youtube.com/watch?v=q1ULJ...
Free Download & Stream:  http://ncs.io/feelgood

What did you think of the VIDEO?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: https://www.instagram.com/jammypants4/

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/dcaL-xGSYeM/sddefault.jpg,2022-08-11T08:39:52Z,644740,22096,3441
609,ssjwknfkpvg,"This Industry Is Restoring My Faith In Romance | Sita Ramam Review | Dulquer Salmaan, Mrunal Thakur","I am so happy that I took the plunge to watch #sitaramam in theatres! The Telugu movie starring #dulquersalmaan #mrunalthakur and #rashmikamandanna in lead roles really is an ode to eternal love stories of Indian cinema. I hope this is one of many attempts by #telugu cinema to make more love stories and #bollywood also follows suit very soon! I hope you like the Sita Ramam Movie Review & Analysis

Intro Track: 
Music Provided by: NoCopyrightSounds
Watch: https://www.youtube.com/watch?v=q1ULJ...
Free Download & Stream:  http://ncs.io/feelgood

What did you think of the VIDEO?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: https://www.instagram.com/jammypants4/

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/ssjwknfkpvg/sddefault.jpg,2022-08-08T08:09:34Z,582981,21134,1780
610,DdxMUyLgRFU,"Darlings Movie Review | Alia Bhatt, Vijay Verma, Shefali Shah, Roshan Mathew | Netflix India","Here we go again, another bollywood movie coming under the purview of the boycott campaign, completely missing out on the point the film is trying to achieve. #Darlings starring #aliabhatt that is available on #netflixindia also in supporting roles has #vijayvarma #shefalishah and #roshanmathew . This dark comedy from #bollywood really hit it out of the park with its layered messaging and effective comedy. I hope you like the Darlings Movie Review & Analysis

Intro Track: 
Music Provided by: NoCopyrightSounds
Watch: https://www.youtube.com/watch?v=q1ULJ...
Free Download & Stream:  http://ncs.io/feelgood

What did you think of the VIDEO?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: https://www.instagram.com/jammypants4/

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/DdxMUyLgRFU/sddefault.jpg,2022-08-05T09:21:50Z,304341,12960,1409
611,DAD9sASPqkw,Top 10 Worst Indian Movies Of 2022 So Far,"The year has presented some great stories but some absolute disasters as well! These movies range from #bollywood #telugu and #tamil cinema films mostly! Everything from the unbearable Heropanti 2 with #tigershroff , the disaster that was Radhe Shyam with #prabhas , the unfortunate fate of Acharya with #ramcharan and #chiranjeevi and of course #thelegend himself that cannot be ignored! I hope you like the Top 10 Worst Indian Movies Of 2022 So Far

Intro Track: 
Music Provided by: NoCopyrightSounds
Watch: https://www.youtube.com/watch?v=q1ULJ...
Free Download & Stream:  http://ncs.io/feelgood

What did you think of the VIDEO?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: https://www.instagram.com/jammypants4/

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/DAD9sASPqkw/sddefault.jpg,2022-08-04T10:44:15Z,539019,21535,1798
612,fdhi3ZsTyW0,Top 10 Best Indian Movies Of 2022 So Far,"Finally here, with the half yearly report of the best indian movies I have seen in 2022 so far. We have everything from #kgfchapter2 #vikram #rrr #aliabhatt and her #bollywood film #gangubaikathiawadi the malayalam ventures #hridayam and #janaganamana . Some surprises as well are included in the list that you may have not predicted. I hope you like the Top 10 Best Indian Movies Of 2022 So Far

Intro Track: 
Music Provided by: NoCopyrightSounds
Watch: https://www.youtube.com/watch?v=q1ULJ...
Free Download & Stream:  http://ncs.io/feelgood

What did you think of the VIDEO?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: https://www.instagram.com/jammypants4/

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/fdhi3ZsTyW0/sddefault.jpg,2022-08-03T10:06:55Z,399700,15405,2867
613,RwRRWoBh1HU,Boycott Laal Singh Chaddha & Raksha Bandhan Really? | What Have We Come To?,"The cycle of boycott campaigns is just not going to end when it comes to #bollywood movies and we wonder why they don't really take risks regarding storytelling and concepts. While #laalsinghchaddha has faced the wrath for eternity, #rakshabandhan joins the party as well, being a part of a boycott campaign on twitter against its writer. Will #aamirkhan and #akshaykumar deliver with their movies? I guess we will have to wait and find out! Here are my thoughts on the Boycott Laal Singh Chaddha & boycott Raksha Bandhan movements online!


Intro Track: 
Music Provided by: NoCopyrightSounds
Watch: https://www.youtube.com/watch?v=q1ULJ...
Free Download & Stream:  http://ncs.io/feelgood


What did you think of the VIDEO?


Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!


Stay tuned for more ahead!


Follow me on instagram:-


Anmol Jamwal: https://www.instagram.com/jammypants4/


Like our Facebook Page:-


https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/RwRRWoBh1HU/sddefault.jpg,2022-08-02T10:56:10Z,306923,13177,9359
614,Shs4EeC4eWI,"Good Luck Jerry Movie Review & Analysis | Janhvi Kapoor, Deepak Dobriyal | DisneyPlus Hotstar","There is a lot of heated debate and discussion whenever a new film comes out with a star kid in it but can we really be objective right now! #goodluckjerry starring #janhvikapoor available on #disneyplushotstar is an official remake of #kolamaavukokila starring #nayanthara . While there are bound to be comparisons to the original, I cannot deny I had genuine fun while watching this film! I hope you like the Good Luck Jerry Movie Review & Analysis

Intro Track: 
Music Provided by: NoCopyrightSounds
Watch: https://www.youtube.com/watch?v=q1ULJ...
Free Download & Stream:  http://ncs.io/feelgood

What did you think of the VIDEO?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: https://www.instagram.com/jammypants4/

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/Shs4EeC4eWI/sddefault.jpg,2022-07-31T10:18:05Z,238013,7300,1430
615,4xAJV4SIkX4,"An Indian Movie So Bad, It Deserves A Solo Matlab Kuch Bhi Episode  | The Legend Review","One of the most anticipated pan indian blockbusters is finally here! I hope you like the review of the best film of 2022 in the form of #thelegend creating absolute waves all across india! The #tamilcinema classic has been released on a pan indian scale and instantly makes it to the #matlabkuchbhi category of movies that are so bad that they are good! I hope you like The Legend Movie Review & Analysis

Intro Track: 
Music Provided by: NoCopyrightSounds
Watch: https://www.youtube.com/watch?v=q1ULJ...
Free Download & Stream:  http://ncs.io/feelgood

What did you think of the VIDEO?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: https://www.instagram.com/jammypants4/

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/4xAJV4SIkX4/sddefault.jpg,2022-07-30T10:05:44Z,899963,29506,2146
616,30PuG0aZpyI,Vikrant Rona Movie Review & Analysis | Kichcha Sudeep | Anup Bhandari,"One of the most interesting movies that got a pan indian release is the movie titled #vikrantrona starring #kichchasudeep in the lead role. The movie directed by #anupbhandari from kannada cinema is meant to be a prequel to his previous venture Rangi Taranga. Does the film deliver in all aspects and will it resonate with the masses? I hope you like the Vikrant Rona Movie Review & Analysis

Intro Track: 
Music Provided by: NoCopyrightSounds
Watch: https://www.youtube.com/watch?v=q1ULJ...
Free Download & Stream:  http://ncs.io/feelgood

What did you think of the VIDEO?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: https://www.instagram.com/jammypants4/

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/30PuG0aZpyI/sddefault.jpg,2022-07-29T10:01:43Z,157397,6632,762
617,PpvNrG1UKnA,"Ek Villain Returns Movie Review & Analysis | John Abraham, Arjun Kapoor, Disha Patani, Tara Sutaria","Another pulpy action thriller from Mohit Suri is here in the form of #ekvillainreturns starring #johnabraham #dishapatani #arjunkapoor #tarasutaria in lead roles. The #bollywood movie is an addition to an erotica thriller could have been fairly engaging if it just had better actors. I hope you like the Ek Villain Returns Movie Review & Analysis

Intro track:-
Music Provided by: NoCopyrightSounds
Watch: https://www.youtube.com/watch?v=PTF5xgT-pm8 

Follow us on Spotify: https://ncs.lnk.to/ncsreleasesid

Free Download / Stream: https://ncs.io/ShootinStars


What did you think of the VIDEO?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: https://www.instagram.com/jammypants4/

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/PpvNrG1UKnA/sddefault.jpg,2022-07-29T07:33:13Z,300054,11774,1216
618,fxYYTt9Pt78,"Why Did Shamshera Flop At The Box Office? | Ranbir Kapoor, Sanjay Dutt","There has been a lot of debate about the ultimate financial fate of #shamshera at the box office. Developing to become one of the biggest disasters of 2022, this #ranbirkapoor and #sanjaydutt starrer from #bollywood had a lot going for it but faltered in its ultimate execution in several aspects! I hope you like the Shamshera Spoiler Filler Analysis & It's Reasons for its ultimately being a box office flop!


Intro Track: 

Music Provided by: NoCopyrightSounds
Watch: https://www.youtube.com/watch?v=q1ULJ...
Free Download & Stream:  http://ncs.io/feelgood


What did you think of the VIDEO?


Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!


Stay tuned for more ahead!


Follow me on instagram:-


Anmol Jamwal: https://www.instagram.com/jammypants4/


Like our Facebook Page:-


https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/fxYYTt9Pt78/sddefault.jpg,2022-07-26T03:00:04Z,335363,11016,2118
